Mr,DAug,DAgr,DAri,DAiz,DBug,DBgr,DBri,DBiz,DCug,DCgr,DCri,DCiz
13.319999999999897,0.5379331985525238,0.14722981956438705,0.04298840319602876,-0.04641306087488763,0.27782703477036713,0.020307504103649184,-0.029650989978908533,0.152858348010943,0.36180468920906644,0.059771551730824705,-0.05313333079838707,-0.10987457537569087
13.339999999999897,0.5399340436381312,0.15254776885689192,0.047127982984969924,-0.0442747060275454,0.2815576704024085,0.023703580323516323,-0.02739768925200258,0.15699880890684587,0.36773453249705534,0.06442637743124555,-0.04968014053094716,-0.10751045254973278
13.359999999999896,0.5419234002898102,0.1578889378858095,0.051310817773561564,-0.04213951737801477,0.2852883060344498,0.027099656543383463,-0.025144388525096633,0.16113926980274873,0.3736643757850443,0.06908120313166638,-0.04615524307365318,-0.10514632972377468
13.379999999999896,0.5439014235777492,0.16325363348622557,0.055538292513196,-0.04000748090352453,0.28901894166649117,0.030495732763250603,-0.022891087798190685,0.1652797306986516,0.37959421907303326,0.07373602883208721,-0.04255397666541971,-0.10278220689781659
13.399999999999896,0.5458682653541557,0.16864216931109596,0.0598118676780406,-0.037878582684507944,0.2927495772985325,0.03389180898311774,-0.020637787071284736,0.16942019159455446,0.3855240623610222,0.07839085453250805,-0.03887115141597099,-0.10041808407185848
13.419999999999895,0.5478240743421674,0.1740548660452404,0.06413308515963598,-0.03575280890354245,0.29648021293057386,0.037287885202984886,-0.018384486344378788,0.17356065249045732,0.39145390564901117,0.08304568023292888,-0.03510096154094086,-0.09805396124590038
13.439999999999895,0.5497689962217229,0.179492051628051,0.06850357476655337,-0.033630145844303384,0.30021084856261526,0.04068396142285203,-0.016131185617472836,0.1777011133863602,0.3973837489370001,0.08770050593334972,-0.031236877904209193,-0.09568983841994229
13.459999999999894,0.5517031737125213,0.18495406148535196,0.07292506140679653,-0.031510579890531416,0.3039414841946566,0.044080037642719165,-0.013877884890566888,0.18184157428226305,0.4033135922249891,0.09235533163377055,-0.027271515181496314,-0.09332571559398418
13.479999999999894,0.5536267466541802,0.19044123877087485,0.0773993730427048,-0.029394097525013492,0.30767211982669795,0.04747611386258631,-0.01162458416366094,0.18598203517816592,0.40924343551297804,0.09701015733419138,-0.02319646591071864,-0.0909615927680261
13.499999999999893,0.5555398520837069,0.19595393461784152,0.08192844952240157,-0.027280685328577102,0.3114027554587393,0.050872190082453445,-0.00937128343675499,0.19012249607406878,0.41517327880096694,0.10166498303461222,-0.0190020907441613,-0.08859746994206799
13.519999999999893,0.5574426243103933,0.2014925084011763,0.08651435240880997,-0.025170329979097645,0.31513339109078065,0.05426826630232059,-0.007117982709849041,0.19426295696997167,0.4211031220889559,0.10631980873503305,-0.014677249886796051,-0.0862333471161099
13.539999999999893,0.5593351949882264,0.20705732801090154,0.09115927594751541,-0.02306301825051866,0.318864026722822,0.05766434252218773,-0.0048646819829430915,0.19840341786587454,0.42703296537694485,0.11097463443545388,-0.010208954213133286,-0.0838692242901518
13.559999999999892,0.5612176931859227,0.21264877013730515,0.09586555933902831,-0.020958737011884724,0.32259466235486334,0.06106041874205487,-0.0026113812560371423,0.2025438787617774,0.4329628086649338,0.11562946013587472,-0.005581904591553233,-0.0815051014641937
